kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
8680979,K01891.02,Kepler-330 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9900,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.259803520,137.4702100,2454970.470,0,,0.1610,2.92800,,2.9840e+02,0.015322,2.79781,LS+MCMC,1.35,0.0735,89.57,714.0,61.43,21.610000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,3.6963294,14.7624910,18.30,2,154,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.82190,Mandel and Agol (2002 ApJ 580 171),,,008/008680/008680979/dv/kplr008680979-20160209194854_dvr.pdf,008/008680/008680979/dv/kplr008680979-002-20160209194854_dvs.pdf,4891.00,4.516,0.1600,0.8050,0.7760,,q1_q17_dr25_stellar,288.447390,44.801682,15.261,15.970,15.199,14.957,14.829,13.860,13.315,13.259,0.010,19.229806000,44.80201000,-0.74000,1.20000,2.000000e-04,-3.300000e-04,0.1300,0.5300,0.5500,0.2300,0.4900,0.5400
9030537,K01892.01,Kepler-1674 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,62.561387900,178.4084700,2455011.408,0,,0.8420,5.90700,,1.3726e+03,0.038618,0.57416,LS+MCMC,3.54,0.3017,89.02,417.0,7.13,49.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,8.1660530,28.1200260,35.00,1,21,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.73190,Mandel and Agol (2002 ApJ 580 171),,,009/009030/009030537/dv/kplr009030537-20160209194854_dvr.pdf,009/009030/009030537/dv/kplr009030537-001-20160209194854_dvs.pdf,5662.00,4.560,-0.1200,0.8400,0.9370,,q1_q17_dr25_stellar,294.816100,45.306122,15.500,16.066,15.449,15.258,15.165,14.191,13.875,13.806,0.333,19.654405000,45.30594000,-0.03000,-0.65000,-1.100000e-04,5.000000e-04,0.2200,0.1000,0.2400,0.1200,0.0100,0.1200
6949061,K01960.01,Kepler-343 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.968470340,139.3947300,2454972.395,0,,0.5580,4.40730,,2.3430e+02,0.014445,0.53989,LS+MCMC,2.17,0.0860,87.58,1024.0,259.95,13.190000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2638,0.4046,q1_q17_dr25_koi,6.7650046,32.7461500,38.20,2,145,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.39780,Mandel and Agol (2002 ApJ 580 171),,,006/006949/006949061/dv/kplr006949061-20160209194854_dvr.pdf,006/006949/006949061/dv/kplr006949061-001-20160209194854_dvs.pdf,5808.00,4.185,0.1400,1.3740,1.0540,,q1_q17_dr25_stellar,291.960690,42.433010,14.128,14.583,14.068,13.975,13.875,13.039,12.722,12.683,0.003,19.464024500,42.43307600,-0.86000,0.24000,1.710000e-04,-1.000000e-04,-0.0600,0.2800,0.2900,-0.1700,0.1400,0.2200
7269493,K01961.01,Kepler-1027 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.907810683,131.6378400,2454964.638,0,,0.4100,1.87070,,1.2050e+02,0.010107,1.95858,LS+MCMC,0.91,0.0295,86.74,1268.0,609.28,7.220000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2291,0.4603,q1_q17_dr25_koi,4.2122350,39.4910200,40.90,2,703,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.88630,Mandel and Agol (2002 ApJ 580 171),,,007/007269/007269493/dv/kplr007269493-20160209194854_dvr.pdf,007/007269/007269493/dv/kplr007269493-001-20160209194854_dvs.pdf,5435.00,4.578,0.0700,0.8240,0.9370,,q1_q17_dr25_stellar,287.571170,42.813919,12.852,13.417,12.799,12.610,12.501,11.542,11.230,11.119,0.148,19.171419800,42.81395300,0.31000,0.12000,-2.400000e-05,-2.500000e-05,-0.1500,-0.1800,0.2400,-0.1400,-0.2400,0.2700
5513648,K01962.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,32.858625710,133.5120200,2454966.512,0,,0.9550,3.14830,,1.6280e+02,0.014989,0.36161,LS+MCMC,2.31,0.2006,88.00,691.0,53.85,27.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2910,0.3469,q1_q17_dr25_koi,7.8203287,26.8292800,36.40,1,31,1,q1_q17_dr25_tce,11110111011101110000000000000000,0.30510,Mandel and Agol (2002 ApJ 580 171),,,005/005513/005513648/dv/kplr005513648-20160209194854_dvr.pdf,005/005513/005513648/dv/kplr005513648-001-20160209194854_dvs.pdf,5899.00,4.135,-0.1200,1.4140,0.9950,,q1_q17_dr25_stellar,284.233980,40.794540,10.770,11.353,10.819,,,9.752,9.484,9.455,0.001,18.948894000,40.79440000,-1.56000,-0.52000,2.220000e-04,5.700000e-05,-1.0200,-1.6000,1.9000,-0.7200,-1.7000,1.8400
9164836,K00213.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,48.118812545,170.8396102,2455003.840,0,,1.0790,5.27958,,6.9851e+04,0.474443,2.80173,LS+MCMC,45.18,0.2549,89.12,490.0,13.60,69.995000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2965,0.3342,q1_q17_dr25_koi,668.3399000,2789.1543000,2145.10,1,30,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,009/009164/009164836/dv/kplr009164836-20160209194854_dvr.pdf,009/009164/009164836/dv/kplr009164836-001-20160209194854_dvs.pdf,6003.00,4.536,-0.3400,0.8720,0.9520,,q1_q17_dr25_stellar,295.712250,45.589771,14.474,14.939,14.438,14.274,14.224,13.354,12.987,12.914,0.000,19.714154850,45.58974530,0.18340,-0.08900,-8.000000e-03,-9.000000e-04,0.0620,-0.0050,0.0620,0.2410,-0.0530,0.2470
7887791,K01964.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,2.229326354,133.0942300,2454966.094,0,,0.2490,1.99460,,4.9100e+01,0.006393,2.21520,LS+MCMC,0.60,0.0324,88.29,1273.0,621.53,8.350000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2396,0.4415,q1_q17_dr25_koi,4.0974927,35.4772760,24.60,1,603,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.72330,Mandel and Agol (2002 ApJ 580 171),,,007/007887/007887791/dv/kplr007887791-20160209194854_dvr.pdf,007/007887/007887791/dv/kplr007887791-001-20160209194854_dvs.pdf,5587.00,4.525,-0.0600,0.8650,0.9140,,q1_q17_dr25_stellar,290.703700,43.607208,10.687,11.208,10.645,10.464,10.401,9.398,9.038,8.950,0.573,19.380256000,43.60730700,0.39000,0.35000,-8.000000e-06,5.000000e-06,0.6300,-1.4500,1.5800,0.7800,-1.1300,1.3700
11657891,K01965.01,Kepler-1028 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.514628496,132.9090400,2454965.909,0,,0.2470,1.62390,,2.2840e+02,0.013835,4.72758,LS+MCMC,1.27,0.0354,88.78,1217.0,517.89,11.650000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,4.7997804,28.5950430,33.30,1,526,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.71980,Mandel and Agol (2002 ApJ 580 171),,,011/011657/011657891/dv/kplr011657891-20160209194854_dvr.pdf,011/011657/011657891/dv/kplr011657891-001-20160209194854_dvs.pdf,5662.00,4.560,-0.1200,0.8400,0.9370,,q1_q17_dr25_stellar,289.593080,49.781158,14.325,14.835,14.262,14.106,14.049,13.124,12.726,12.630,0.524,19.306209000,49.78113000,0.09000,-0.09000,7.800000e-05,3.100000e-05,0.0400,-0.3300,0.3300,0.1200,-0.0500,0.1300
6305192,K00219.01,Kepler-494 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.025118521,132.4691330,2454965.469,0,,0.4540,5.36940,,3.1204e+03,0.052128,0.37629,LS+MCMC,7.79,0.0804,87.60,1093.0,336.73,10.860000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2904,0.3534,q1_q17_dr25_koi,40.0042950,393.8291600,373.00,1,169,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.92380,Mandel and Agol (2002 ApJ 580 171),,,006/006305/006305192/dv/kplr006305192-20160209194854_dvr.pdf,006/006305/006305192/dv/kplr006305192-001-20160209194854_dvs.pdf,6002.00,4.196,0.0000,1.3690,1.0730,,q1_q17_dr25_stellar,297.214080,41.664040,14.153,14.685,14.109,13.925,13.823,12.899,12.540,12.468,0.000,19.814269390,41.66401050,-0.13400,-0.10600,-2.400000e-04,2.100000e-04,0.0040,-0.0750,0.0750,-0.0070,-0.1120,0.1120
6382217,K02036.02,Kepler-353 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.795294950,136.7797400,2454969.780,0,,0.7140,2.27200,,3.3430e+02,0.017910,1.59906,LS+MCMC,1.05,0.0519,87.11,534.0,19.23,14.160000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2107,0.5308,q1_q17_dr25_koi,3.6537616,12.4759440,14.80,2,219,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.74390,Mandel and Agol (2002 ApJ 580 171),,,006/006382/006382217/dv/kplr006382217-20160209194854_dvr.pdf,006/006382/006382217/dv/kplr006382217-002-20160209194854_dvs.pdf,3757.00,4.718,0.1800,0.5390,0.5520,,q1_q17_dr25_stellar,296.856630,41.758179,15.773,17.132,15.774,15.191,14.803,13.601,12.951,12.808,0.072,19.790447000,41.75800000,0.19000,-0.67000,1.000000e-04,3.700000e-04,-0.3600,-0.1300,0.3800,-0.3500,-0.1100,0.3700
9634821,K02037.01,Kepler-1995 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9790,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,73.757887500,183.7234800,2455016.723,0,,0.7140,2.69000,,1.8369e+03,0.042132,14.00765,LS+MCMC,4.28,0.3259,89.74,375.0,4.66,159.100000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1324,0.6039,q1_q17_dr25_koi,11.7294640,29.8599830,20.20,3,15,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.38310,Mandel and Agol (2002 ApJ 580 171),,,009/009634/009634821/dv/kplr009634821-20160209194854_dvr.pdf,009/009634/009634821/dv/kplr009634821-001-20160209194854_dvs.pdf,5029.00,4.429,0.4800,0.9300,0.8470,,q1_q17_dr25_stellar,284.342740,46.316551,15.213,16.038,15.092,14.859,14.696,13.661,13.175,13.016,0.000,18.956178600,46.31699000,-0.13000,1.60000,-1.100000e-03,3.170000e-03,2.6100,-9.3200,9.6800,-0.1600,0.3000,0.3400
9634821,K02037.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,8.562672660,355.1351800,2455188.135,0,,0.3350,1.53000,,6.0810e+02,0.022272,18.18192,LS+MCMC,2.26,0.0776,89.54,768.0,82.22,41.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1324,0.6039,q1_q17_dr25_koi,4.0603250,18.6937500,15.20,3,132,3,q1_q17_dr25_tce,00011111111111111000000000000000,0.52530,Mandel and Agol (2002 ApJ 580 171),,,009/009634/009634821/dv/kplr009634821-20160209194854_dvr.pdf,009/009634/009634821/dv/kplr009634821-003-20160209194854_dvs.pdf,5029.00,4.429,0.4800,0.9300,0.8470,,q1_q17_dr25_stellar,284.342740,46.316551,15.213,16.038,15.092,14.859,14.696,13.661,13.175,13.016,0.093,18.956170300,46.31729000,-0.44000,2.67000,-1.500000e-04,3.300000e-04,2.5900,-9.4000,9.7500,-0.2100,0.1800,0.2800
8950568,K02038.01,Kepler-85 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.305377020,139.7437000,2454972.744,0,,0.4890,3.75100,,3.6560e+02,0.017763,0.94638,LS+MCMC,1.69,0.0766,88.14,809.0,101.43,15.110000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2327,0.4526,q1_q17_dr25_koi,4.2296960,21.7585280,28.50,4,158,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.99670,Mandel and Agol (2002 ApJ 580 171),,,008/008950/008950568/dv/kplr008950568-20160209194854_dvr.pdf,008/008950/008950568/dv/kplr008950568-001-20160209194854_dvs.pdf,5435.00,4.495,-0.0200,0.8730,0.8700,,q1_q17_dr25_stellar,290.973420,45.290321,14.779,15.318,14.725,14.548,14.499,13.552,13.192,13.083,0.013,19.398222000,45.29044000,-0.25000,0.43000,7.000000e-05,-2.600000e-04,0.0400,-0.0080,0.0400,0.0400,-0.1400,0.1500
3326377,K01830.01,Kepler-967 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,13.227140560,142.2025100,2454975.203,0,,0.0130,3.28610,,8.1200e+02,0.025421,3.39073,LS+MCMC,2.22,0.1027,89.98,638.0,39.10,31.530000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1959,0.5086,q1_q17_dr25_koi,7.2477627,45.1957400,51.80,2,100,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.77740,Mandel and Agol (2002 ApJ 580 171),,,003/003326/003326377/dv/kplr003326377-20160209194854_dvr.pdf,003/003326/003326377/dv/kplr003326377-001-20160209194854_dvs.pdf,5180.00,4.548,0.0000,0.8000,0.8250,,q1_q17_dr25_stellar,286.558070,38.405369,14.443,15.107,14.404,14.159,13.973,12.991,12.539,12.396,0.009,19.103856600,38.40507800,-0.65000,-1.05000,-1.000000e-05,3.300000e-04,0.2800,0.0700,0.2800,0.0820,-0.2700,0.2800
